id,group,pos,name,season,GroupYear,pid,team,AGE,FG%,PTS,REB,AST,STL,BLK,TOV,+/-
1629013_2018-19,1,SG,Landry Shamet,2018-19,Group 1 (2018-19),1629013.0,LAC,22.0,0.431,9.1,1.7,1.5,0.5,0.1,0.6,0.8
201229_2018-19,10,PF,Anthony Tolliver,2018-19,Group 10 (2018-19),201229.0,MIN,34.0,0.382,5.0,2.7,0.7,0.3,0.3,0.6,-1.0
202391_2018-19,3,PG,Jeremy Lin,2018-19,Group 3 (2018-19),202391.0,TOR,30.0,0.44,9.6,2.4,3.1,0.6,0.2,1.7,-2.5
202702_2018-19,8,C,Kenneth Faried,2018-19,Group 8 (2018-19),202702.0,HOU,29.0,0.589,10.4,6.8,0.5,0.5,0.6,0.9,1.7
203077_2018-19,12,PF,Michael Kidd-Gilchrist,2018-19,Group 12 (2018-19),203077.0,CHA,25.0,0.476,6.7,3.8,1.0,0.5,0.6,0.7,-0.8
203482_2018-19,4,PF,Kelly Olynyk,2018-19,Group 4 (2018-19),203482.0,MIA,28.0,0.463,10.0,4.7,1.8,0.7,0.5,1.4,1.3
1626203_2018-19,13,SG,Treveon Graham,2018-19,Group 13 (2018-19),1626203.0,BKN,25.0,0.335,5.3,3.1,1.0,0.4,0.2,0.5,0.8
1628990_2018-19,13,SF,Chandler Hutchison,2018-19,Group 13 (2018-19),1628990.0,CHI,23.0,0.459,5.2,4.2,0.8,0.5,0.1,0.6,-2.6
202326_2018-19,3,C,DeMarcus Cousins,2018-19,Group 3 (2018-19),202326.0,GSW,28.0,0.48,16.3,8.2,3.6,1.3,1.5,2.4,2.2
203903_2018-19,3,SG,Jordan Clarkson,2018-19,Group 3 (2018-19),203903.0,CLE,27.0,0.448,16.8,3.3,2.4,0.7,0.2,1.7,-4.3
1627863_2018-19,1,SF,Danuel House Jr.,2018-19,Group 1 (2018-19),1627863.0,HOU,26.0,0.468,9.4,3.6,1.0,0.5,0.3,0.9,4.3
1626167_2018-19,8,C,Myles Turner,2018-19,Group 8 (2018-19),1626167.0,IND,23.0,0.487,13.3,7.2,1.6,0.8,2.7,1.4,1.6
201573_2018-19,6,PG,Jerryd Bayless,2018-19,Group 6 (2018-19),201573.0,MIN,30.0,0.357,6.1,1.8,3.5,0.5,0.1,0.9,-4.7
202688_2018-19,6,PG,Brandon Knight,2018-19,Group 6 (2018-19),202688.0,CLE,27.0,0.381,6.8,1.5,1.8,0.5,0.1,0.8,-4.9
203477_2018-19,5,PG,Isaiah Canaan,2018-19,Group 5 (2018-19),203477.0,MIL,28.0,0.39,6.0,1.9,2.8,0.5,0.1,1.2,-5.8
204025_2018-19,6,PG,Tim Frazier,2018-19,Group 6 (2018-19),204025.0,MIL,28.0,0.444,5.3,2.8,4.2,0.5,0.1,1.3,-1.1
1626155_2018-19,13,PF,Sam Dekker,2018-19,Group 13 (2018-19),1626155.0,WAS,25.0,0.469,6.1,3.1,1.0,0.8,0.1,0.5,-1.9
1626166_2018-19,6,PG,Cameron Payne,2018-19,Group 6 (2018-19),1626166.0,CLE,24.0,0.43,6.3,1.8,2.7,0.7,0.2,1.1,-5.6
1627782_2018-19,6,SG,Wayne Selden,2018-19,Group 6 (2018-19),1627782.0,CHI,24.0,0.406,6.9,2.4,1.5,0.4,0.2,1.1,-3.9
1628407_2018-19,6,SG,Dwayne Bacon,2018-19,Group 6 (2018-19),1628407.0,CHA,23.0,0.475,7.3,2.1,1.1,0.3,0.1,0.4,-0.5
1629059_2018-19,6,PG,Elie Okobo,2018-19,Group 6 (2018-19),1629059.0,PHX,21.0,0.393,5.7,1.8,2.4,0.6,0.1,1.3,-4.0
202685_2018-19,8,C,Jonas Valanciunas,2018-19,Group 8 (2018-19),202685.0,MEM,27.0,0.559,15.6,8.6,1.4,0.4,1.1,1.8,1.4
1626143_2018-19,12,C,Jahlil Okafor,2018-19,Group 12 (2018-19),1626143.0,NOP,23.0,0.586,8.2,4.7,0.7,0.3,0.7,0.9,-2.0
1627733_2018-19,10,PF,Dragan Bender,2018-19,Group 10 (2018-19),1627733.0,PHX,21.0,0.447,5.0,4.0,1.2,0.4,0.5,0.8,-3.5
1627734_2018-19,8,C,Domantas Sabonis,2018-19,Group 8 (2018-19),1627734.0,IND,23.0,0.59,14.1,9.3,2.9,0.6,0.4,2.2,2.6
201580_2018-19,8,C,JaVale McGee,2018-19,Group 8 (2018-19),201580.0,LAL,31.0,0.624,12.0,7.5,0.7,0.6,2.0,1.4,-2.1
202324_2018-19,8,C,Derrick Favors,2018-19,Group 8 (2018-19),202324.0,UTA,27.0,0.586,11.8,7.4,1.2,0.7,1.4,1.1,2.4
202355_2018-19,8,C,Hassan Whiteside,2018-19,Group 8 (2018-19),202355.0,MIA,30.0,0.571,12.3,11.3,0.8,0.6,1.9,1.3,0.3
1628991_2018-19,8,PF,Jaren Jackson Jr.,2018-19,Group 8 (2018-19),1628991.0,MEM,19.0,0.506,13.8,4.7,1.1,0.9,1.4,1.7,-1.8
1629011_2018-19,8,C,Mitchell Robinson,2018-19,Group 8 (2018-19),1629011.0,NYK,21.0,0.694,7.3,6.4,0.6,0.8,2.4,0.5,-3.1
201976_2018-19,2,PG,Patrick Beverley,2018-19,Group 2 (2018-19),201976.0,LAC,30.0,0.407,7.6,5.0,3.8,0.9,0.6,1.1,1.9
204020_2018-19,2,PG,Tyler Johnson,2018-19,Group 2 (2018-19),204020.0,PHX,27.0,0.413,10.9,3.0,2.9,0.9,0.5,1.4,-2.2
1629026_2018-19,6,SF,Kenrich Williams,2018-19,Group 6 (2018-19),1629026.0,NOP,24.0,0.384,6.1,4.8,1.8,1.0,0.4,0.8,-1.9
201588_2018-19,13,PG,George Hill,2018-19,Group 13 (2018-19),201588.0,MIL,33.0,0.452,7.6,2.5,2.3,0.9,0.1,0.9,2.4
201936_2018-19,10,SG,Tyreke Evans,2018-19,Group 10 (2018-19),201936.0,IND,29.0,0.389,10.2,2.9,2.4,0.8,0.3,1.7,0.9
1626168_2018-19,10,PF,Trey Lyles,2018-19,Group 10 (2018-19),1626168.0,DEN,23.0,0.418,8.5,3.8,1.4,0.5,0.4,1.1,0.1
1626220_2018-19,10,SF,Royce ONeale,2018-19,Group 10 (2018-19),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1627823_2018-19,10,PF,Juancho Hernangomez,2018-19,Group 10 (2018-19),1627823.0,DEN,23.0,0.439,5.8,3.8,0.8,0.4,0.3,0.5,0.5
1628384_2018-19,10,SF,OG Anunoby,2018-19,Group 10 (2018-19),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1628391_2018-19,10,PF,D.J. Wilson,2018-19,Group 10 (2018-19),1628391.0,MIL,23.0,0.414,5.8,4.6,1.1,0.4,0.4,0.7,1.7
1628971_2018-19,10,SG,Bruce Brown,2018-19,Group 10 (2018-19),1628971.0,DET,22.0,0.398,4.3,2.5,1.2,0.5,0.5,0.6,-0.1
203486_2018-19,8,C,Mason Plumlee,2018-19,Group 8 (2018-19),203486.0,DEN,29.0,0.593,7.8,6.4,3.0,0.8,0.9,1.5,0.9
203998_2018-19,4,PF,Bruno Caboclo,2018-19,Group 4 (2018-19),203998.0,MEM,23.0,0.427,8.3,4.6,1.5,0.4,1.0,1.1,0.0
1626158_2018-19,12,C,Richaun Holmes,2018-19,Group 12 (2018-19),1626158.0,PHX,25.0,0.608,8.2,4.7,0.9,0.6,1.1,0.7,-2.5
1628371_2018-19,4,PF,Jonathan Isaac,2018-19,Group 4 (2018-19),1628371.0,ORL,21.0,0.429,9.6,5.5,1.1,0.8,1.3,1.0,0.1
201935_2018-19,7,PG,James Harden,2018-19,Group 7 (2018-19),201935.0,HOU,29.0,0.442,36.1,6.6,7.5,2.0,0.7,5.0,4.6
201949_2018-19,10,PF,James Johnson,2018-19,Group 10 (2018-19),201949.0,MIA,32.0,0.433,7.8,3.2,2.5,0.6,0.5,1.3,-1.9
1627884_2018-19,4,SF,Derrick Jones Jr.,2018-19,Group 4 (2018-19),1627884.0,MIA,22.0,0.494,7.0,4.0,0.6,0.8,0.7,0.7,-0.4
1628470_2018-19,10,SF,Torrey Craig,2018-19,Group 10 (2018-19),1628470.0,DEN,28.0,0.442,5.7,3.5,1.0,0.5,0.6,0.6,1.0
1628983_2018-19,2,PG,Shai Gilgeous-Alexander,2018-19,Group 2 (2018-19),1628983.0,LAC,20.0,0.476,10.8,2.8,3.3,1.2,0.5,1.7,-1.3
1629006_2018-19,1,SG,Josh Okogie,2018-19,Group 1 (2018-19),1629006.0,MIN,20.0,0.386,7.7,2.9,1.2,1.2,0.4,0.9,-0.7
202322_2018-19,0,PG,John Wall,2018-19,Group 0 (2018-19),202322.0,WAS,28.0,0.444,20.7,3.6,8.7,1.5,0.9,3.8,-4.8
203078_2018-19,9,SG,Bradley Beal,2018-19,Group 9 (2018-19),203078.0,WAS,26.0,0.475,25.6,5.0,5.5,1.5,0.7,2.7,-1.4
203490_2018-19,2,SF,Otto Porter Jr.,2018-19,Group 2 (2018-19),203490.0,CHI,26.0,0.465,13.9,5.6,2.1,1.5,0.6,1.2,-0.4
203933_2018-19,3,SF,T.J. Warren,2018-19,Group 3 (2018-19),203933.0,PHX,25.0,0.486,18.0,4.0,1.5,1.2,0.7,1.2,-5.2
1626204_2018-19,3,C,Larry Nance Jr.,2018-19,Group 3 (2018-19),1626204.0,CLE,26.0,0.52,9.4,8.2,3.2,1.5,0.6,1.4,-4.8
202684_2018-19,8,C,Tristan Thompson,2018-19,Group 8 (2018-19),202684.0,CLE,28.0,0.529,10.9,10.2,2.0,0.7,0.4,1.4,-7.0
1626171_2018-19,8,PF,Bobby Portis,2018-19,Group 8 (2018-19),1626171.0,WAS,24.0,0.444,14.2,8.1,1.4,0.7,0.4,1.5,-2.2
202692_2018-19,13,SG,Alec Burks,2018-19,Group 13 (2018-19),202692.0,SAC,27.0,0.405,8.8,3.7,2.0,0.6,0.3,1.0,-4.7
203210_2018-19,8,PF,JaMychal Green,2018-19,Group 8 (2018-19),203210.0,LAC,29.0,0.483,9.4,6.3,0.8,0.7,0.5,1.3,-3.3
204456_2018-19,13,PG,T.J. McConnell,2018-19,Group 13 (2018-19),204456.0,PHI,27.0,0.525,6.4,2.3,3.4,1.0,0.2,1.2,-0.1
1626209_2018-19,10,SF,Mario Hezonja,2018-19,Group 10 (2018-19),1626209.0,NYK,24.0,0.412,8.8,4.1,1.5,1.0,0.1,1.5,-4.5
1627885_2018-19,13,SG,Shaquille Harrison,2018-19,Group 13 (2018-19),1627885.0,CHI,25.0,0.432,6.5,3.0,1.9,1.2,0.4,0.8,-4.3
1628021_2018-19,13,SF,David Nwaba,2018-19,Group 13 (2018-19),1628021.0,CLE,26.0,0.481,6.5,3.2,1.1,0.7,0.3,0.6,-1.5
1629001_2018-19,13,PG,DeAnthony Melton,2018-19,Group 13 (2018-19),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1629066_2018-19,13,SF,Rodions Kurucs,2018-19,Group 13 (2018-19),1629066.0,BKN,21.0,0.45,8.5,3.9,0.8,0.7,0.4,1.2,0.0
202705_2018-19,6,SG,MarShon Brooks,2018-19,Group 6 (2018-19),202705.0,MEM,30.0,0.45,6.6,1.6,0.9,0.3,0.1,0.7,-0.8
203526_2018-19,6,PG,Raul Neto,2018-19,Group 6 (2018-19),203526.0,UTA,27.0,0.46,5.3,1.7,2.5,0.4,0.1,0.9,4.7
203922_2018-19,6,SF,Glenn Robinson III,2018-19,Group 6 (2018-19),203922.0,DET,25.0,0.42,4.2,1.5,0.4,0.3,0.2,0.4,-0.2
203957_2018-19,6,PG,Dante Exum,2018-19,Group 6 (2018-19),203957.0,UTA,23.0,0.419,6.9,1.6,2.6,0.3,0.1,1.2,1.1
1628515_2018-19,6,PG,Isaiah Briscoe,2018-19,Group 6 (2018-19),1628515.0,ORL,23.0,0.399,3.5,1.9,2.2,0.3,0.1,0.8,0.5
1628988_2018-19,6,PG,Aaron Holiday,2018-19,Group 6 (2018-19),1628988.0,IND,22.0,0.401,5.9,1.3,1.7,0.4,0.3,0.8,2.0
203076_2018-19,3,C,Anthony Davis,2018-19,Group 3 (2018-19),203076.0,NOP,26.0,0.517,25.9,12.0,3.9,1.6,2.4,2.0,2.4
203488_2018-19,10,PF,Mike Muscala,2018-19,Group 10 (2018-19),203488.0,LAL,27.0,0.402,7.0,3.8,1.2,0.3,0.6,0.8,0.5
1626172_2018-19,8,C,Kevon Looney,2018-19,Group 8 (2018-19),1626172.0,GSW,23.0,0.625,6.3,5.2,1.5,0.6,0.7,0.6,3.8
1628436_2018-19,10,PF,Luke Kornet,2018-19,Group 10 (2018-19),1628436.0,NYK,23.0,0.378,7.0,2.9,1.2,0.6,0.9,0.5,-1.2
1628467_2018-19,4,PF,Maxi Kleber,2018-19,Group 4 (2018-19),1628467.0,DAL,27.0,0.453,6.8,4.6,1.0,0.5,1.1,0.8,0.9
203524_2018-19,13,SF,Solomon Hill,2018-19,Group 13 (2018-19),203524.0,NOP,28.0,0.382,4.3,3.0,1.3,0.5,0.2,0.7,-2.9
1629016_2018-19,10,PF,Omari Spellman,2018-19,Group 10 (2018-19),1629016.0,ATL,21.0,0.402,5.9,4.2,1.0,0.6,0.5,0.7,-4.4
1626184_2018-19,6,PG,Chasson Randle,2018-19,Group 6 (2018-19),1626184.0,WAS,26.0,0.419,5.5,1.1,2.0,0.5,0.1,0.9,-2.2
1628402_2018-19,10,PG,Frank Jackson,2018-19,Group 10 (2018-19),1628402.0,NOP,21.0,0.434,8.1,2.2,1.1,0.4,0.0,0.8,-2.2
1628966_2018-19,6,SF,Keita Bates-Diop,2018-19,Group 6 (2018-19),1628966.0,MIN,23.0,0.423,5.0,2.8,0.6,0.6,0.5,0.5,-1.8
203382_2018-19,12,C,Aron Baynes,2018-19,Group 12 (2018-19),203382.0,BOS,32.0,0.471,5.6,4.7,1.1,0.2,0.7,0.8,2.5
2544_2019-20,0,PG,LeBron James,2019-20,Group 0 (2019-20),2544.0,LAL,35.0,0.493,25.3,7.8,10.2,1.2,0.5,3.9,6.6
201935_2019-20,0,SG,James Harden,2019-20,Group 0 (2019-20),201935.0,HOU,30.0,0.444,34.3,6.6,7.5,1.8,0.9,4.5,4.2
203076_2019-20,1,PF,Anthony Davis,2019-20,Group 1 (2019-20),203076.0,LAL,27.0,0.503,26.1,9.3,3.2,1.5,2.3,2.5,3.9
203081_2019-20,0,PG,Damian Lillard,2019-20,Group 0 (2019-20),203081.0,POR,29.0,0.463,30.0,4.3,8.0,1.1,0.3,2.9,1.3
2546_2019-20,2,PF,Carmelo Anthony,2019-20,Group 2 (2019-20),2546.0,POR,36.0,0.43,15.4,6.3,1.5,0.8,0.5,1.7,0.3
1626158_2019-20,1,C,Richaun Holmes,2019-20,Group 1 (2019-20),1626158.0,SAC,26.0,0.648,12.3,8.1,1.0,0.9,1.3,1.2,0.4
1626224_2019-20,3,SF,Cedi Osman,2019-20,Group 3 (2019-20),1626224.0,CLE,25.0,0.437,11.0,3.6,2.4,0.8,0.2,1.4,-5.4
1628988_2019-20,4,PG,Aaron Holiday,2019-20,Group 4 (2019-20),1628988.0,IND,23.0,0.414,9.5,2.4,3.4,0.8,0.2,1.3,1.7
2772_2019-20,4,SF,Trevor Ariza,2019-20,Group 4 (2019-20),2772.0,POR,35.0,0.438,8.0,4.6,1.7,1.3,0.3,1.1,-0.2
203894_2019-20,3,PG,Shabazz Napier,2019-20,Group 3 (2019-20),203894.0,WAS,28.0,0.412,10.3,2.8,4.7,1.2,0.2,2.3,-1.7
1628415_2019-20,6,SG,Dillon Brooks,2019-20,Group 6 (2019-20),1628415.0,MEM,24.0,0.407,16.2,3.3,2.1,0.9,0.4,1.7,-0.6
1629013_2019-20,6,SG,Landry Shamet,2019-20,Group 6 (2019-20),1629013.0,LAC,23.0,0.404,9.3,1.9,1.9,0.4,0.2,0.8,2.3
101108_2019-20,6,PG,Chris Paul,2019-20,Group 6 (2019-20),101108.0,OKC,35.0,0.489,17.6,5.0,6.7,1.6,0.2,2.3,4.7
201942_2019-20,0,SF,DeMar DeRozan,2019-20,Group 0 (2019-20),201942.0,SAS,30.0,0.531,22.1,5.5,5.6,1.0,0.3,2.4,-1.7
1628983_2019-20,0,SG,Shai Gilgeous-Alexander,2019-20,Group 0 (2019-20),1628983.0,OKC,21.0,0.471,19.0,5.9,3.3,1.1,0.7,1.9,2.2
101150_2019-20,6,PG,Lou Williams,2019-20,Group 6 (2019-20),101150.0,LAC,33.0,0.418,18.2,3.1,5.6,0.7,0.2,2.8,3.1
202695_2019-20,0,SF,Kawhi Leonard,2019-20,Group 0 (2019-20),202695.0,LAC,29.0,0.47,27.1,7.1,4.9,1.8,0.6,2.6,8.4
203897_2019-20,0,SG,Zach LaVine,2019-20,Group 0 (2019-20),203897.0,CHI,25.0,0.45,25.5,4.8,4.2,1.5,0.5,3.4,-3.2
200746_2019-20,1,C,LaMarcus Aldridge,2019-20,Group 1 (2019-20),200746.0,SAS,34.0,0.493,18.9,7.4,2.4,0.7,1.6,1.4,-2.4
202694_2019-20,6,PF,Marcus Morris Sr.,2019-20,Group 6 (2019-20),202694.0,LAC,30.0,0.438,16.7,5.0,1.4,0.8,0.5,1.6,0.7
204001_2019-20,1,C,Kristaps Porzingis,2019-20,Group 1 (2019-20),204001.0,DAL,24.0,0.427,20.4,9.5,1.8,0.7,2.0,1.6,4.7
1626162_2019-20,0,SF,Kelly Oubre Jr.,2019-20,Group 0 (2019-20),1626162.0,PHX,24.0,0.452,18.7,6.4,1.5,1.3,0.7,1.5,-0.5
1627734_2019-20,1,PF,Domantas Sabonis,2019-20,Group 1 (2019-20),1627734.0,IND,24.0,0.54,18.5,12.4,5.0,0.8,0.5,2.7,2.6
1627742_2019-20,0,PF,Brandon Ingram,2019-20,Group 0 (2019-20),1627742.0,NOP,22.0,0.463,23.8,6.1,4.2,1.0,0.6,3.0,-0.7
1628365_2019-20,6,PG,Markelle Fultz,2019-20,Group 6 (2019-20),1628365.0,ORL,22.0,0.465,12.1,3.3,5.1,1.3,0.2,2.0,-0.8
200752_2019-20,2,PF,Rudy Gay,2019-20,Group 2 (2019-20),200752.0,SAS,33.0,0.446,10.8,5.4,1.7,0.5,0.5,1.3,0.2
200755_2019-20,3,SG,JJ Redick,2019-20,Group 3 (2019-20),200755.0,NOP,36.0,0.453,15.3,2.5,2.0,0.3,0.2,1.3,-0.4
201586_2019-20,1,C,Serge Ibaka,2019-20,Group 1 (2019-20),201586.0,TOR,30.0,0.512,15.4,8.2,1.4,0.5,0.8,2.0,1.7
202324_2019-20,1,C,Derrick Favors,2019-20,Group 1 (2019-20),202324.0,NOP,28.0,0.617,9.0,9.8,1.6,0.6,0.9,1.1,2.3
1629028_2019-20,1,C,Deandre Ayton,2019-20,Group 1 (2019-20),1629028.0,PHX,21.0,0.546,18.2,11.5,1.9,0.7,1.5,2.1,2.6
200768_2019-20,0,PG,Kyle Lowry,2019-20,Group 0 (2019-20),200768.0,TOR,34.0,0.416,19.4,5.0,7.5,1.4,0.4,3.1,4.7
201566_2019-20,0,PG,Russell Westbrook,2019-20,Group 0 (2019-20),201566.0,HOU,31.0,0.472,27.2,7.9,7.0,1.6,0.4,4.5,2.2
1627750_2019-20,6,PG,Jamal Murray,2019-20,Group 6 (2019-20),1627750.0,DEN,23.0,0.456,18.5,4.0,4.8,1.1,0.3,2.2,4.1
1628369_2019-20,0,PF,Jayson Tatum,2019-20,Group 0 (2019-20),1628369.0,BOS,22.0,0.45,23.4,7.0,3.0,1.4,0.9,2.3,7.6
200782_2019-20,3,PF,P.J. Tucker,2019-20,Group 3 (2019-20),200782.0,HOU,35.0,0.415,6.9,6.6,1.6,1.1,0.5,1.0,2.2
203914_2019-20,6,SG,Gary Harris,2019-20,Group 6 (2019-20),203914.0,DEN,25.0,0.42,10.4,2.9,2.1,1.4,0.3,1.1,2.2
1627752_2019-20,6,PF,Taurean Prince,2019-20,Group 6 (2019-20),1627752.0,BKN,26.0,0.376,12.1,6.0,1.8,0.9,0.4,2.0,1.1
1627827_2019-20,2,PF,Dorian Finney-Smith,2019-20,Group 2 (2019-20),1627827.0,DAL,27.0,0.466,9.5,5.7,1.6,0.6,0.5,1.0,3.9
1629631_2019-20,6,SF,DeAndre Hunter,2019-20,Group 6 (2019-20),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
200794_2019-20,2,PF,Paul Millsap,2019-20,Group 2 (2019-20),200794.0,DEN,35.0,0.482,11.6,5.7,1.6,0.9,0.6,1.4,4.4
201976_2019-20,3,PG,Patrick Beverley,2019-20,Group 3 (2019-20),201976.0,LAC,31.0,0.431,7.9,5.2,3.6,1.1,0.5,1.3,5.6
1627739_2019-20,6,PG,Kris Dunn,2019-20,Group 6 (2019-20),1627739.0,CHI,26.0,0.444,7.3,3.6,3.4,2.0,0.3,1.3,-0.6
1627884_2019-20,2,SF,Derrick Jones Jr.,2019-20,Group 2 (2019-20),1627884.0,MIA,23.0,0.527,8.5,3.9,1.1,1.0,0.6,0.5,-0.5
1629672_2019-20,2,PF,Eric Paschall,2019-20,Group 2 (2019-20),1629672.0,GSW,23.0,0.497,14.0,4.6,2.1,0.5,0.2,1.6,-6.3
201143_2019-20,2,C,Al Horford,2019-20,Group 2 (2019-20),201143.0,PHI,34.0,0.45,11.9,6.8,4.0,0.8,0.9,1.2,1.9
203107_2019-20,3,SG,Tomas Satoransky,2019-20,Group 3 (2019-20),203107.0,CHI,28.0,0.43,9.9,3.9,5.4,1.2,0.1,2.0,-1.1
201144_2019-20,6,PG,Mike Conley,2019-20,Group 6 (2019-20),201144.0,UTA,32.0,0.409,14.4,3.2,4.4,0.8,0.1,2.0,1.6
203082_2019-20,6,SG,Terrence Ross,2019-20,Group 6 (2019-20),203082.0,ORL,29.0,0.403,14.7,3.2,1.2,1.1,0.3,1.0,-1.0
203484_2019-20,4,SG,Kentavious Caldwell-Pope,2019-20,Group 4 (2019-20),203484.0,LAL,27.0,0.467,9.3,2.1,1.6,0.8,0.2,0.9,2.2
203922_2019-20,2,SF,Glenn Robinson III,2019-20,Group 2 (2019-20),203922.0,PHI,26.0,0.486,11.7,4.4,1.5,0.9,0.3,0.9,-4.8
1626204_2019-20,2,PF,Larry Nance Jr.,2019-20,Group 2 (2019-20),1626204.0,CLE,27.0,0.531,10.1,7.3,2.2,1.0,0.4,1.1,-2.8
1627854_2019-20,3,SG,Bryn Forbes,2019-20,Group 3 (2019-20),1627854.0,SAS,26.0,0.417,11.2,2.0,1.7,0.5,0.0,0.9,-3.4
1628970_2019-20,2,SF,Miles Bridges,2019-20,Group 2 (2019-20),1628970.0,CHA,22.0,0.424,13.0,5.6,1.8,0.6,0.7,1.5,-6.1
1629134_2019-20,6,PG,Kendrick Nunn,2019-20,Group 6 (2019-20),1629134.0,MIA,24.0,0.439,15.3,2.7,3.3,0.8,0.2,1.7,0.9
1629628_2019-20,6,SG,RJ Barrett,2019-20,Group 6 (2019-20),1629628.0,NYK,20.0,0.402,14.3,5.0,2.6,1.0,0.3,2.2,-5.8
201188_2019-20,7,C,Marc Gasol,2019-20,Group 7 (2019-20),201188.0,TOR,35.0,0.427,7.5,6.3,3.3,0.8,0.9,1.3,6.1
203503_2019-20,3,SF,Tony Snell,2019-20,Group 3 (2019-20),203503.0,DET,28.0,0.445,8.0,1.9,2.2,0.5,0.3,0.5,-2.9
1626161_2019-20,8,C,Willie Cauley-Stein,2019-20,Group 8 (2019-20),1626161.0,DAL,26.0,0.579,7.2,5.8,1.3,0.9,1.1,0.7,-2.4
1628971_2019-20,6,PG,Bruce Brown,2019-20,Group 6 (2019-20),1628971.0,DET,23.0,0.443,8.9,4.7,4.0,1.1,0.5,1.7,-2.4
1629060_2019-20,2,PF,Rui Hachimura,2019-20,Group 2 (2019-20),1629060.0,WAS,22.0,0.466,13.5,6.1,1.8,0.8,0.2,1.1,-5.3
1629629_2019-20,6,SF,Cam Reddish,2019-20,Group 6 (2019-20),1629629.0,ATL,20.0,0.384,10.5,3.7,1.5,1.1,0.5,1.7,-4.2
201567_2019-20,2,PF,Kevin Love,2019-20,Group 2 (2019-20),201567.0,CLE,31.0,0.45,17.6,9.8,3.2,0.6,0.3,2.5,-4.8
202710_2019-20,0,SF,Jimmy Butler,2019-20,Group 0 (2019-20),202710.0,MIA,30.0,0.455,19.9,6.7,6.0,1.8,0.6,2.2,4.4
1627747_2019-20,0,SG,Caris LeVert,2019-20,Group 0 (2019-20),1627747.0,BKN,25.0,0.425,18.7,4.2,4.4,1.2,0.2,2.6,-0.1
1627763_2019-20,6,PG,Malcolm Brogdon,2019-20,Group 6 (2019-20),1627763.0,IND,27.0,0.438,16.5,4.9,7.1,0.6,0.2,2.4,1.6
201568_2019-20,6,PF,Danilo Gallinari,2019-20,Group 6 (2019-20),201568.0,OKC,31.0,0.438,18.7,5.2,1.9,0.7,0.1,1.2,3.7
203933_2019-20,0,SF,T.J. Warren,2019-20,Group 0 (2019-20),203933.0,IND,26.0,0.536,19.8,4.2,1.5,1.2,0.5,1.3,1.9
1628389_2019-20,1,PF,Bam Adebayo,2019-20,Group 1 (2019-20),1628389.0,MIA,22.0,0.557,15.9,10.2,5.1,1.1,1.3,2.8,3.4
201588_2019-20,4,PG,George Hill,2019-20,Group 4 (2019-20),201588.0,MIL,34.0,0.516,9.4,3.0,3.1,0.8,0.1,1.0,5.1
202397_2019-20,6,PG,Ish Smith,2019-20,Group 6 (2019-20),202397.0,WAS,31.0,0.447,10.9,3.2,4.9,0.9,0.4,1.4,-2.1
202722_2019-20,6,PF,Davis Bertans,2019-20,Group 6 (2019-20),202722.0,WAS,27.0,0.434,15.4,4.5,1.7,0.7,0.6,1.1,-0.3
1628420_2019-20,3,PG,Monte Morris,2019-20,Group 3 (2019-20),1628420.0,DEN,25.0,0.459,9.0,1.9,3.5,0.8,0.2,0.7,0.7
1628976_2019-20,1,C,Wendell Carter Jr.,2019-20,Group 1 (2019-20),1628976.0,CHI,21.0,0.534,11.3,9.4,1.2,0.8,0.8,1.7,-0.7
1628991_2019-20,8,C,Jaren Jackson Jr.,2019-20,Group 8 (2019-20),1628991.0,MEM,20.0,0.469,17.4,4.6,1.4,0.7,1.6,1.7,-1.8
1629011_2019-20,1,C,Mitchell Robinson,2019-20,Group 1 (2019-20),1629011.0,NYK,22.0,0.742,9.7,7.0,0.6,0.9,2.0,0.6,-1.8
201609_2019-20,6,PG,Goran Dragic,2019-20,Group 6 (2019-20),201609.0,MIA,34.0,0.441,16.2,3.2,5.1,0.7,0.2,2.4,2.8
203110_2019-20,0,PF,Draymond Green,2019-20,Group 0 (2019-20),203110.0,GSW,30.0,0.389,8.0,6.2,6.2,1.4,0.8,2.3,-4.5
1626157_2019-20,1,C,Karl-Anthony Towns,2019-20,Group 1 (2019-20),1626157.0,MIN,24.0,0.508,26.5,10.8,4.4,0.9,1.2,3.1,-0.4
1627814_2019-20,6,SG,Damion Lee,2019-20,Group 6 (2019-20),1627814.0,GSW,27.0,0.417,12.7,4.9,2.7,1.0,0.1,1.4,-2.5
1628374_2019-20,2,PF,Lauri Markkanen,2019-20,Group 2 (2019-20),1628374.0,CHI,23.0,0.425,14.7,6.3,1.5,0.8,0.5,1.6,-1.4
1628381_2019-20,1,PF,John Collins,2019-20,Group 1 (2019-20),1628381.0,ATL,22.0,0.583,21.6,10.1,1.5,0.8,1.6,1.8,-4.0
201937_2019-20,0,PG,Ricky Rubio,2019-20,Group 0 (2019-20),201937.0,PHX,29.0,0.415,13.0,4.7,8.8,1.4,0.2,2.7,2.3
